FID,wkb_geometry,long,lat,vejkode,vejnavn,name,bydel,stativ_type,stativ_placering,stativ_udformning,cykler_retning,antal_pladser,stativ_tilstand,reg_metode
cykelstativ.31,POINT (12.567166071820234 55.67540126781732),12.56716607,55.67540127,8204,Vesterbrogade,Vesterbrogade cykelstativ.31,Indre By,NO,På gadeareal,Enkeltsidet,Skråt 45 grader,10,Ikke registreret,Ikke registreret
cykelstativ.32,POINT (12.56250659547624 55.67428718659347),12.5625066,55.67428719,8208,Vester Farimagsgade,Vester Farimagsgade cykelstativ.32,Indre By,NO,På fortov,Enkeltsidet,Skråt 45 grader,10,Ikke registreret,Ikke registreret
cykelstativ.33,POINT (12.562235629065286 55.67423096426504),12.56223563,55.67423096,8208,Vester Farimagsgade,Vester Farimagsgade cykelstativ.33,Indre By,NO,På fortov,Enkeltsidet,Skråt 45 grader,10,Ikke registreret,Ikke registreret
cykelstativ.34,POINT (12.562167360524123 55.674354214494876),12.56216736,55.67435421,8208,Vester Farimagsgade,Vester Farimagsgade cykelstativ.34,Indre By,NO,På fortov,Enkeltsidet,Skråt 45 grader,10,Ikke registreret,Ikke registreret
cykelstativ.36,POINT (12.562413860984027 55.67444593846564),12.56241386,55.67444594,8208,Vester Farimagsgade,Vester Farimagsgade cykelstativ.36,Indre By,NO,På fortov,Enkeltsidet,Vinkelret,10,Ikke registreret,Ikke registreret
cykelstativ.96,POINT (12.562186203575296 55.67502961614913),12.5621862,55.67502962,8208,Vester Farimagsgade,Vester Farimagsgade cykelstativ.96,Indre By,NO,På fortov,Enkeltsidet,Vinkelret,10,Ikke registreret,Ikke registreret
cykelstativ.97,POINT (12.561965376355753 55.67481136692616),12.56196538,55.67481137,8208,Vester Farimagsgade,Vester Farimagsgade cykelstativ.97,Indre By,NO,På fortov,Enkeltsidet,Skråt 45 grader,15,Ikke registreret,Ikke registreret
cykelstativ.98,POINT (12.560864782084558 55.67405801507136),12.56086478,55.67405802,7652,Trommesalen,Trommesalen cykelstativ.98,Indre By,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,5,Ikke registreret,Ikke registreret
cykelstativ.99,POINT (12.560808946622126 55.67412308529631),12.56080895,55.67412309,7652,Trommesalen,Trommesalen cykelstativ.99,Indre By,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,5,Ikke registreret,Ikke registreret
cykelstativ.100,POINT (12.56056465396752 55.67453818270558),12.56056465,55.67453818,8108,Ved Vesterport,Ved Vesterport cykelstativ.100,Indre By,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,10,Ikke registreret,Ikke registreret
cykelstativ.101,POINT (12.562208641813937 55.675669409439436),12.56220864,55.67566941,8208,Vester Farimagsgade,Vester Farimagsgade cykelstativ.101,Indre By,NO,På fortovsudvidelse,Dobbeltsidet,Vinkelret,20,Ikke registreret,Ikke registreret
cykelstativ.102,POINT (12.562202592027232 55.6757323185498),12.56220259,55.67573232,8208,Vester Farimagsgade,Vester Farimagsgade cykelstativ.102,Indre By,NO,På fortovsudvidelse,Dobbeltsidet,Vinkelret,20,Ikke registreret,Ikke registreret
cykelstativ.61,POINT (12.562194721301438 55.67581522130477),12.56219472,55.67581522,8208,Vester Farimagsgade,Vester Farimagsgade cykelstativ.61,Indre By,NO,På fortovsudvidelse,Dobbeltsidet,Vinkelret,20,Ikke registreret,Ikke registreret
cykelstativ.62,POINT (12.562182468315589 55.6758919975668),12.56218247,55.675892,8208,Vester Farimagsgade,Vester Farimagsgade cykelstativ.62,Indre By,NO,På fortovsudvidelse,Dobbeltsidet,Vinkelret,20,Ikke registreret,Ikke registreret
cykelstativ.63,POINT (12.561846321622848 55.675887915461665),12.56184632,55.67588792,8208,Vester Farimagsgade,Vester Farimagsgade cykelstativ.63,Indre By,NO,På fortovsudvidelse,Enkeltsidet,Skråt 45 grader,10,Ikke registreret,Ikke registreret
cykelstativ.64,POINT (12.561741894433752 55.67605530512194),12.56174189,55.67605531,8208,Vester Farimagsgade,Vester Farimagsgade cykelstativ.64,Indre By,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,10,Ikke registreret,Ikke registreret
cykelstativ.65,POINT (12.562214771641909 55.676116973592336),12.56221477,55.67611697,8208,Vester Farimagsgade,Vester Farimagsgade cykelstativ.65,Indre By,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,10,Ikke registreret,Ikke registreret
cykelstativ.66,POINT (12.56222126165564 55.67619314954485),12.56222126,55.67619315,8208,Vester Farimagsgade,Vester Farimagsgade cykelstativ.66,Indre By,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,10,Ikke registreret,Ikke registreret
cykelstativ.67,POINT (12.560691779529416 55.67602903824251),12.56069178,55.67602904,5128,Nyropsgade,Nyropsgade cykelstativ.67,Indre By,Andet,På fortovsudvidelse,Enkeltsidet,Vinkelret,16,Ikke registreret,Ikke registreret
cykelstativ.68,POINT (12.56038997721559 55.6749180152611),12.56038998,55.67491802,5128,Nyropsgade,Nyropsgade cykelstativ.68,Indre By,Model 32,Tæt på facade,Enkeltsidet,Skråt 45 grader,6,Ikke registreret,Ikke registreret
cykelstativ.69,POINT (12.561020442362539 55.676610884981514),12.56102044,55.67661088,5128,Nyropsgade,Nyropsgade cykelstativ.69,Indre By,Model 32,Tæt på facade,Enkeltsidet,Skråt 45 grader,20,Ikke registreret,Ikke registreret
cykelstativ.70,POINT (12.568159317311347 55.67812038680135),12.56815932,55.67812039,7064,Studiestræde,Studiestræde cykelstativ.70,Indre By,NO,På gadeareal,Enkeltsidet,Vinkelret,12,Ikke registreret,Ikke registreret
cykelstativ.71,POINT (12.570919647634932 55.66951700315825),12.57091965,55.669517,476,Bernstorffsgade,Bernstorffsgade cykelstativ.71,Indre By,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,5,Ikke registreret,Ikke registreret
cykelstativ.72,POINT (12.571362516033444 55.66980929056454),12.57136252,55.66980929,4788,Mitchellsgade,Mitchellsgade cykelstativ.72,Indre By,NO,Tæt på facade,Enkeltsidet,Skråt 45 grader,23,Ikke registreret,Ikke registreret
cykelstativ.73,POINT (12.56702041003207 55.67256754306349),12.56702041,55.67256754,476,Bernstorffsgade,Bernstorffsgade cykelstativ.73,Indre By,NO,Tæt på facade,Enkeltsidet,Skråt 45 grader,15,Ikke registreret,Ikke registreret
cykelstativ.74,POINT (12.566895965853043 55.67268489691914),12.56689597,55.6726849,476,Bernstorffsgade,Bernstorffsgade cykelstativ.74,Indre By,NO,På fortov,Enkeltsidet,Skråt 45 grader,10,Ikke registreret,Ikke registreret
cykelstativ.75,POINT (12.568082677112223 55.68325044251262),12.56808268,55.68325044,6116,Rømersgade,Rømersgade cykelstativ.75,Indre By,Model 32,På plads,Enkeltsidet,Vinkelret,10,Ikke registreret,Ikke registreret
cykelstativ.76,POINT (12.569358695229388 55.68292675557789),12.5693587,55.68292676,4352,Linnésgade,Linnésgade cykelstativ.76,Indre By,Smedemodel,På fortovsudvidelse,Enkeltsidet,Vinkelret,10,Skal repareres,Ikke registreret
cykelstativ.77,POINT (12.569271256801825 55.682858240242915),12.56927126,55.68285824,4352,Linnésgade,Linnésgade cykelstativ.77,Indre By,Smedemodel,På fortovsudvidelse,Enkeltsidet,Vinkelret,10,Skal repareres,Ikke registreret
cykelstativ.78,POINT (12.571446866201635 55.671129491423976),12.57144687,55.67112949,4972,Niels Brocks Gade,Niels Brocks Gade cykelstativ.78,Indre By,Andet,På facade,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Ikke registreret
cykelstativ.79,POINT (12.566834867676492 55.6727408624486),12.56683487,55.67274086,476,Bernstorffsgade,Bernstorffsgade cykelstativ.79,Indre By,NO,På fortov,Enkeltsidet,Skråt 45 grader,10,Ikke registreret,Ikke registreret
cykelstativ.80,POINT (12.571467083294781 55.67115249328662),12.57146708,55.67115249,4972,Niels Brocks Gade,Niels Brocks Gade cykelstativ.80,Indre By,Andet,På facade,Enkeltsidet,Skråt 45 grader,2,Ikke registreret,Ikke registreret
cykelstativ.81,POINT (12.571507931027655 55.67119462501493),12.57150793,55.67119463,4972,Niels Brocks Gade,Niels Brocks Gade cykelstativ.81,Indre By,Andet,På facade,Enkeltsidet,Skråt 45 grader,3,Ikke registreret,Ikke registreret
cykelstativ.82,POINT (12.571663431223069 55.671360277112385),12.57166343,55.67136028,4972,Niels Brocks Gade,Niels Brocks Gade cykelstativ.82,Indre By,Andet,Tæt på facade,Enkeltsidet,Skråt 45 grader,2,Ikke registreret,Ikke registreret
cykelstativ.83,POINT (12.571674016682264 55.671370459030115),12.57167402,55.67137046,4972,Niels Brocks Gade,Niels Brocks Gade cykelstativ.83,Indre By,Andet,Tæt på facade,Enkeltsidet,Skråt 45 grader,2,Ikke registreret,Ikke registreret
cykelstativ.84,POINT (12.5716953410131 55.671393654325804),12.57169534,55.67139365,8048,Ved Glyptoteket,Ved Glyptoteket cykelstativ.84,Indre By,Andet,Tæt på facade,Enkeltsidet,Skråt 45 grader,3,Ikke registreret,Ikke registreret
cykelstativ.85,POINT (12.57171468432226 55.671411226721624),12.57171468,55.67141123,8048,Ved Glyptoteket,Ved Glyptoteket cykelstativ.85,Indre By,Andet,Tæt på facade,Enkeltsidet,Skråt 45 grader,3,Ikke registreret,Ikke registreret
cykelstativ.86,POINT (12.572338979620591 55.67114771749002),12.57233898,55.67114772,5336,Otto Mønsteds Gade,Otto Mønsteds Gade cykelstativ.86,Indre By,Andet,Tæt på facade,Enkeltsidet,Skråt 45 grader,2,Ikke registreret,Ikke registreret
cykelstativ.87,POINT (12.572365026386906 55.67113592807661),12.57236503,55.67113593,5336,Otto Mønsteds Gade,Otto Mønsteds Gade cykelstativ.87,Indre By,Andet,Tæt på facade,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Ikke registreret
cykelstativ.88,POINT (12.572413291278348 55.67111196571856),12.57241329,55.67111197,5336,Otto Mønsteds Gade,Otto Mønsteds Gade cykelstativ.88,Indre By,Andet,Tæt på facade,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Ikke registreret
cykelstativ.89,POINT (12.572462910201423 55.67108663265372),12.57246291,55.67108663,5336,Otto Mønsteds Gade,Otto Mønsteds Gade cykelstativ.89,Indre By,Andet,Tæt på facade,Enkeltsidet,Skråt 45 grader,2,Ikke registreret,Ikke registreret
cykelstativ.90,POINT (12.572487923101198 55.67107342250754),12.57248792,55.67107342,5336,Otto Mønsteds Gade,Otto Mønsteds Gade cykelstativ.90,Indre By,Andet,Tæt på facade,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Ikke registreret
cykelstativ.91,POINT (12.57251359634155 55.671060559207),12.5725136,55.67106056,5336,Otto Mønsteds Gade,Otto Mønsteds Gade cykelstativ.91,Indre By,Andet,Tæt på facade,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Ikke registreret
cykelstativ.0,POINT (12.572536768291917 55.6710484596336),12.57253677,55.67104846,5336,Otto Mønsteds Gade,Otto Mønsteds Gade cykelstativ.0,Indre By,Andet,Tæt på facade,Enkeltsidet,Skråt 45 grader,2,Ikke registreret,Ikke registreret
cykelstativ.1,POINT (12.572554257311454 55.671039878541464),12.57255426,55.67103988,5336,Otto Mønsteds Gade,Otto Mønsteds Gade cykelstativ.1,Indre By,Andet,Tæt på facade,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Ikke registreret
cykelstativ.2,POINT (12.572856826687524 55.6708896744108),12.57285683,55.67088967,5336,Otto Mønsteds Gade,Otto Mønsteds Gade cykelstativ.2,Indre By,Andet,Tæt på facade,Enkeltsidet,Skråt 45 grader,4,Ikke registreret,Ikke registreret
cykelstativ.3,POINT (12.572905705228761 55.670865255150524),12.57290571,55.67086526,5336,Otto Mønsteds Gade,Otto Mønsteds Gade cykelstativ.3,Indre By,Andet,Tæt på facade,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Ikke registreret
cykelstativ.4,POINT (12.572957358534357 55.67083965861639),12.57295736,55.67083966,5336,Otto Mønsteds Gade,Otto Mønsteds Gade cykelstativ.4,Indre By,Andet,Tæt på facade,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Ikke registreret
cykelstativ.5,POINT (12.567793488012152 55.68321033182557),12.56779349,55.68321033,6116,Rømersgade,Rømersgade cykelstativ.5,Indre By,NO,På gadeareal,Enkeltsidet,Skråt 45 grader,10,Ikke registreret,Ikke registreret
cykelstativ.298,POINT (12.568952546484065 55.675416218860626),12.56895255,55.67541622,6152,Rådhuspladsen,Rådhuspladsen cykelstativ.298,Indre By,NO,På plads,Dobbeltsidet,Vinkelret,30,Ikke registreret,Ikke registreret
cykelstativ.299,POINT (12.573006143694103 55.67081626988755),12.57300614,55.67081627,5336,Otto Mønsteds Gade,Otto Mønsteds Gade cykelstativ.299,Indre By,Andet,Tæt på facade,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Ikke registreret
cykelstativ.300,POINT (12.5730572967417 55.670789922966456),12.5730573,55.67078992,5336,Otto Mønsteds Gade,Otto Mønsteds Gade cykelstativ.300,Indre By,Andet,Tæt på facade,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Ikke registreret
cykelstativ.301,POINT (12.573225490149985 55.6707016207602),12.57322549,55.67070162,5336,Otto Mønsteds Gade,Otto Mønsteds Gade cykelstativ.301,Indre By,Andet,Tæt på facade,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Ikke registreret
cykelstativ.302,POINT (12.573275322516478 55.67067690468014),12.57327532,55.6706769,5336,Otto Mønsteds Gade,Otto Mønsteds Gade cykelstativ.302,Indre By,Andet,Tæt på facade,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Ikke registreret
cykelstativ.303,POINT (12.573325768532776 55.67065330250795),12.57332577,55.6706533,5340,Otto Mønsteds Plads,Otto Mønsteds Plads cykelstativ.303,Indre By,Andet,Tæt på facade,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Ikke registreret
cykelstativ.304,POINT (12.573379369509496 55.670624627719604),12.57337937,55.67062463,5336,Otto Mønsteds Gade,Otto Mønsteds Gade cykelstativ.304,Indre By,Andet,Tæt på facade,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Ikke registreret
cykelstativ.305,POINT (12.572365079747764 55.67135915319921),12.57236508,55.67135915,5336,Otto Mønsteds Gade,Otto Mønsteds Gade cykelstativ.305,Indre By,NO,Tæt på facade,Enkeltsidet,Skråt 45 grader,14,Ikke registreret,Ikke registreret
cykelstativ.306,POINT (12.580017933101637 55.680890008491765),12.58001793,55.68089001,5520,Pilestræde,Pilestræde cykelstativ.306,Indre By,NO,På fortovsudvidelse,Enkeltsidet,Skråt 45 grader,10,Ikke registreret,Ikke registreret
cykelstativ.307,POINT (12.579893228830576 55.68203520909842),12.57989323,55.68203521,4904,Møntergade,Møntergade cykelstativ.307,Indre By,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,10,Ikke registreret,Ikke registreret
cykelstativ.308,POINT (12.580422041552762 55.68251355245817),12.58042204,55.68251355,4904,Møntergade,Møntergade cykelstativ.308,Indre By,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,20,Ikke registreret,Ikke registreret
cykelstativ.309,POINT (12.58205757166187 55.681622439556854),12.58205757,55.68162244,6956,Store Regnegade,Store Regnegade cykelstativ.309,Indre By,NO,På fortov,Enkeltsidet,Skråt 45 grader,20,Ikke registreret,Ikke registreret
cykelstativ.310,POINT (12.582440335729707 55.6815876849663),12.58244034,55.68158768,5148,Ny Østergade,Ny Østergade cykelstativ.310,Indre By,NO,På fortovsudvidelse,Enkeltsidet,Skråt 45 grader,10,Ikke registreret,Ikke registreret
cykelstativ.311,POINT (12.582400948750172 55.68150410519552),12.58240095,55.68150411,5148,Ny Østergade,Ny Østergade cykelstativ.311,Indre By,NO,På fortov,Enkeltsidet,Skråt 45 grader,20,Ikke registreret,Ikke registreret
cykelstativ.312,POINT (12.58284827945001 55.681228743184526),12.58284828,55.68122874,5148,Ny Østergade,Ny Østergade cykelstativ.312,Indre By,NO,På fortov,Enkeltsidet,Skråt 45 grader,15,Ikke registreret,Ikke registreret
cykelstativ.313,POINT (12.57898933600336 55.682972402432064),12.57898934,55.6829724,4552,Lønporten,Lønporten cykelstativ.313,Indre By,Andet,På facade,Enkeltsidet,Skråt 45 grader,13,Ikke registreret,Ikke registreret
cykelstativ.314,POINT (12.578940971060314 55.68293529996402),12.57894097,55.6829353,4552,Lønporten,Lønporten cykelstativ.314,Indre By,Andet,På facade,Enkeltsidet,Skråt 45 grader,7,Ikke registreret,Ikke registreret
cykelstativ.315,POINT (12.578875243829778 55.68288356995229),12.57887524,55.68288357,4552,Lønporten,Lønporten cykelstativ.315,Indre By,Andet,På facade,Enkeltsidet,Skråt 45 grader,21,Ikke registreret,Ikke registreret
cykelstativ.316,POINT (12.57865328269209 55.68270915666992),12.57865328,55.68270916,4552,Lønporten,Lønporten cykelstativ.316,Indre By,Andet,På facade,Enkeltsidet,Skråt 45 grader,24,Ikke registreret,Ikke registreret
cykelstativ.317,POINT (12.578601976232049 55.68267352496044),12.57860198,55.68267352,4552,Lønporten,Lønporten cykelstativ.317,Indre By,Andet,På facade,Enkeltsidet,Skråt 45 grader,8,Ikke registreret,Ikke registreret
cykelstativ.318,POINT (12.578547201316557 55.68263099302569),12.5785472,55.68263099,4552,Lønporten,Lønporten cykelstativ.318,Indre By,Andet,På facade,Enkeltsidet,Skråt 45 grader,31,Ikke registreret,Ikke registreret
cykelstativ.319,POINT (12.578889898054005 55.68296280414864),12.5788899,55.6829628,4552,Lønporten,Lønporten cykelstativ.319,Indre By,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,20,Ikke registreret,Ikke registreret
cykelstativ.320,POINT (12.584035291622433 55.681196479878516),12.58403529,55.68119648,5080,Ny Adelgade,Ny Adelgade cykelstativ.320,Indre By,NO,På gadeareal,Enkeltsidet,Skråt 45 grader,10,Ikke registreret,Ikke registreret
cykelstativ.321,POINT (12.58761033464725 55.680745077096255),12.58761033,55.68074508,5112,Nyhavn,Nyhavn cykelstativ.321,Indre By,NO,På plads,Enkeltsidet,Vinkelret,35,Ikke registreret,Indmålt med GPS
cykelstativ.322,POINT (12.569976728013907 55.67612134250966),12.56997673,55.67612134,6152,Rådhuspladsen,Rådhuspladsen cykelstativ.322,Indre By,NO,På plads,Dobbeltsidet,Vinkelret,26,Ikke registreret,Ikke registreret
cykelstativ.323,POINT (12.569900041798208 55.67614994392686),12.56990004,55.67614994,6152,Rådhuspladsen,Rådhuspladsen cykelstativ.323,Indre By,NO,På plads,Dobbeltsidet,Vinkelret,22,Ikke registreret,Ikke registreret
cykelstativ.324,POINT (12.569828004646828 55.676181016618486),12.569828,55.67618102,6152,Rådhuspladsen,Rådhuspladsen cykelstativ.324,Indre By,NO,På plads,Dobbeltsidet,Vinkelret,18,Ikke registreret,Ikke registreret
cykelstativ.325,POINT (12.56975145850336 55.67621216601634),12.56975146,55.67621217,6152,Rådhuspladsen,Rådhuspladsen cykelstativ.325,Indre By,NO,På plads,Dobbeltsidet,Vinkelret,12,Ikke registreret,Ikke registreret
cykelstativ.326,POINT (12.56967933464057 55.67624153783075),12.56967933,55.67624154,6152,Rådhuspladsen,Rådhuspladsen cykelstativ.326,Indre By,NO,På plads,Dobbeltsidet,Vinkelret,8,Ikke registreret,Ikke registreret
cykelstativ.327,POINT (12.569786936800408 55.67629224398108),12.56978694,55.67629224,6152,Rådhuspladsen,Rådhuspladsen cykelstativ.327,Indre By,NO,På fortovsudvidelse,Enkeltsidet,Skråt 45 grader,20,Ikke registreret,Ikke registreret
cykelstativ.369,POINT (12.571168029064884 55.675827634370215),12.57116803,55.67582763,6152,Rådhuspladsen,Rådhuspladsen cykelstativ.369,Indre By,NO,På plads,Enkeltsidet,Skråt 45 grader,15,Ikke registreret,Digitaliseret manuelt
cykelstativ.370,POINT (12.576283994080823 55.67845557299564),12.57628399,55.67845557,3156,Hyskenstræde,Hyskenstræde cykelstativ.370,Indre By,NO,På gadeareal,Enkeltsidet,Skråt 45 grader,12,Ikke registreret,Ikke registreret
cykelstativ.371,POINT (12.57409278401797 55.678276243845296),12.57409278,55.67827624,3796,Knabrostræde,Knabrostræde cykelstativ.371,Indre By,NO,På gadeareal,Enkeltsidet,Skråt 45 grader,20,Ikke registreret,Ikke registreret
cykelstativ.372,POINT (12.572475449917565 55.67767517719457),12.57247545,55.67767518,5140,Nytorv,Nytorv cykelstativ.372,Indre By,Smedemodel,Tæt på facade,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Ikke registreret
cykelstativ.373,POINT (12.572454612504513 55.677700723702834),12.57245461,55.67770072,5140,Nytorv,Nytorv cykelstativ.373,Indre By,Smedemodel,Tæt på facade,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Ikke registreret
